year,type,title,note,journal,doi,author,ENTRYTYPE,ID
2016,Journal,A Model-Based Toolchain to Verify Spatial Behavior of Cyber-Physical Systems,13,International Journal of Web Services Research,10.4018/IJWSR.2016010103,Herrmann P.,article,SCOPHerrmannP.2016128
2004,InProceedings,A test case generation algorithm for real-time systems,21,Proceedings Fourth International Conference on Quality Software Qsic 2004,10.1109/QSIC.2004.1357969,Hessel A.,article,SCOPHesselA.200486
2007,InProceedings,Model-based testing of a WAP gateway: An industrial case-study,17,LNCS,10.1007/978-3-540-70952-7_8,Hessel A.,article,SCOPHesselA.2007107
2008,InProceedings,Testing real-time systems using UPPAAL,186,LNCS,10.1007/978-3-540-78917-8_3,Hessel A.,article,SCOPHesselA.20082
2011,InProceedings,Monitoring and testing with case observer automata: An industry report,0,Proceedings 4th IEEE International Conference on Software Testing Verification and Validation Workshops Icstw 2011,10.1109/ICSTW.2011.76,Hessel A.,article,SCOPHesselA.2011549
2002,InProceedings,"Combining specification techniques for processes, data and time",21,LNCS,10.1007/3-540-47884-1_14,Hoenicke J.,article,SCOPHoenickeJ.200289
2014,InProceedings,Horn clauses for communicating timed systems,21,Electronic Proceedings in Theoretical Computer Science Eptcs,10.4204/EPTCS.169.6,Hojjat H.,article,SCOPHojjatH.201488
2021,InProceedings,Strategising RoboCup in real time with uppaal stratego,1,Icaart 2021 Proceedings of the 13th International Conference on Agents and Artificial Intelligence,10.5220/0010239602730280,Holler P.I.,article,SCOPHollerP.I.2021398
2013,Journal,Modeling task systems using parameterized partial orders,0,International Journal on Software Tools for Technology Transfer,10.1007/s10009-012-0264-8,Houben F.,article,SCOPHoubenF.2013463
2019,InProceedings,Performance Analysis of Internet of Things Application Layer Protocol,5,Advances in Intelligent Systems and Computing,10.1007/978-3-319-91337-7_22,Houimli M.,article,SCOPHouimliM.2019269
2019,InProceedings,Formal verification of safety & security related timing constraints for a cooperative automotive system,30,LNCS,10.1007/978-3-030-16722-6_12,Huang L.,article,SCOPHuangL.201959
2013,InProceedings,MDE-Based Verification of SysML State Machine Diagram by UPPAAL,5,Communications in Computer and Information Science,10.1007/978-3-642-35795-4_62,Huang X.,article,SCOPHuangX.2013263
2012,Journal,Formal verification of TASM models by translating into UPPAAL,2,Journal of Donghua University English Edition,,Hu K.,article,SCOPHuK.2012351
2002,Journal,Linear parametric model checking of timed automata,133,Journal of Logic and Algebraic Programming,10.1016/S1567-8326(02)00037-1,Hune T.,article,SCOPHuneT.20026
2017,Book,Hybrid approach on cache aware real-time scheduling for multi-core systems,5,Lecture Notes on Data Engineering and Communications Technologies,10.1007/978-3-319-49109-7_73,Huybrechts T.,article,SCOPHuybrechtsT.2017257
2007,InProceedings,Partial order reduction for verification of real-time components,20,LNCS,10.1007/978-3-540-75454-1_16,Håkansson J.,article,SCOPHåkanssonJ.200794
2008,InProceedings,Formal modeling and scheduling of datapaths of digital document printers,13,LNCS,10.1007/978-3-540-85778-5_13,Igna G.,article,SCOPIgnaG.2008134
2012,InProceedings,Augmenting Event-B modelling with real-time verification,22,2012 1st International Workshop on Formal Methods in Software Engineering Rigorous and Agile Approaches Formsera 2012 Proceedings,10.1109/FormSERA.2012.6229789,Iliasov A.,article,SCOPIliasovA.201281
2014,InProceedings,Timed automata verification via IC3 with zones,11,LNCS,10.1007/978-3-319-11737-9_14,Isenberg T.,article,SCOPIsenbergT.2014159
2000,InProceedings,Model-checking real-time control programs: Verifying LEGO® MINDSTORMS™ systems using UPPAAL,37,Proceedings Euromicro Conference on Real Time Systems,10.1109/EMRTS.2000.854002,Iversen T.K.,article,SCOPIversenT.K.200047
2005,InProceedings,Passive mid-stream monitoring of real-time properties,3,Proceedings of the 5th ACM International Conference on Embedded Software Emsoft 2005,10.1145/1086228.1086291,Jagadeesan L.J.,article,SCOPJagadeesanL.J.2005326
2008,InProceedings,Schedulability and compatibility of real timeasynchronous objects,12,Proceedings Real Time Systems Symposium,10.1109/RTSS.2008.28,Jaghoori M.M.,article,SCOPJaghooriM.M.2008140
2009,Journal,Schedulability of asynchronous real-time concurrent objects,31,Journal of Logic and Algebraic Programming,10.1016/j.jlap.2009.02.009,Jaghoori M.M.,article,SCOPJaghooriM.M.200958
2017,Journal,Compositional schedulability analysis of real-time actor-based systems,4,Acta Informatica,10.1007/s00236-015-0254-x,Jaghoori M.M.,article,SCOPJaghooriM.M.2017277
2017,Journal,Formal specification and verification of system of systems using UPPAAL: A case study of a defensive missile systems,1,Journal of Communications,10.12720/jcm.12.8.482-488,Jang J.H.,article,SCOPJangJ.H.2017410
2000,InProceedings,Scaling up uppaal: Automatic verification of real-time systems using compositionality and abstraction,48,LNCS,,Jensen H.E.,article,SCOPJensenH.E.200038
2016,InProceedings,Real-time strategy synthesis for timed-arc Petri net games via Discretization,11,LNCS,10.1007/978-3-319-32582-8_9,Jensen P.,article,SCOPJensenP.2016157
2018,Journal,Discrete and continuous strategies for timed-arc Petri net games,8,International Journal on Software Tools for Technology Transfer,10.1007/s10009-017-0473-2,Jensen P.G.,article,SCOPJensenP.G.2018194
2013,InProceedings,Verification and implementation of the protocol standard in train control system,6,Proceedings International Computer Software and Applications Conference,10.1109/COMPSAC.2013.89,Jiang Y.,article,SCOPJiangY.2013242
2016,InProceedings,From Stateflow Simulation to Verified Implementation: A Verification Approach and A Real-Time Train Controller Design,26,2016 IEEE Real Time and Embedded Technology and Applications Symposium Rtas 2016 Proceedings,10.1109/RTAS.2016.7461337,Jiang Y.,article,SCOPJiangY.201669
2012,InProceedings,Automated verification of AADL-specifications using UPPAAL,33,Proceedings of IEEE International Symposium on High Assurance Systems Engineering,10.1109/HASE.2012.22,Johnsen A.,article,SCOPJohnsenA.201255
2018,InProceedings,Formal Modeling and Verification of Serial Communication for Autonomous Vehicles,3,Proceedings 2018 IEEE International Conference on Big Data and Smart Computing Bigcomp 2018,10.1109/BigComp.2018.00119,Jung H.J.,article,SCOPJungH.J.2018348
2017,InProceedings,Uppaal vs event-B for modelling optimised link state routing,1,LNCS,10.1007/978-3-319-66176-6_13,Kamali M.,article,SCOPKamaliM.2017399
2013,InProceedings,Enabling formal analysis of energy-aware automotive embedded systems in EAST-ADL,0,Simulation Series,,Kang E.Y.,article,SCOPKangE.Y.2013533
2013,Journal,A methodology for formal analysis and verification of EAST-ADL models,28,Reliability Engineering and System Safety,10.1016/j.ress.2013.06.007,Kang E.Y.,article,SCOPKangE.Y.201365
2016,InProceedings,Statistical analysis of energy-aware real-time automotive systems in EAST-ADL/Stateflow,6,Proceedings of the 2016 IEEE 11th Conference on Industrial Electronics and Applications Iciea 2016,10.1109/ICIEA.2016.7603790,Kang E.Y.,article,SCOPKangE.Y.2016218
2017,InProceedings,Model-Based Analysis of Timing and Energy Constraints in an Autonomous Vehicle System,7,Proceedings 2017 IEEE International Conference on Software Quality Reliability and Security Companion Qrs C 2017,10.1109/QRS-C.2017.90,Kang E.Y.,article,SCOPKangE.Y.2017203
2017,InProceedings,Verification and Validation of a Cyber-Physical System in the Automotive Domain,23,Proceedings 2017 IEEE International Conference on Software Quality Reliability and Security Companion Qrs C 2017,10.1109/QRS-C.2017.62,Kang E.Y.,article,SCOPKangE.Y.201778
2018,InProceedings,Probabilistic verification of timing constraints in automotive systems using UPPAAL-SMC,11,LNCS,10.1007/978-3-319-98938-9_14,Kang E.Y.,article,SCOPKangE.Y.2018153
2012,InProceedings,The verification of a novel framework for real-time shared medium communication network protocols,0,2012 20th Signal Processing and Communications Applications Conference Siu 2012 Proceedings,10.1109/SIU.2012.6204581,Kartal Y.B.,article,SCOPKartalY.B.2012457
2016,Journal,Modeling distributed real-time systems in TIOA and UPPAAL,7,ACM Transactions on Embedded Computing Systems,10.1145/2964202,Kartal Y.B.,article,SCOPKartalY.B.2016197
2004,Journal,Time-optimal real-time test case generation using UPPAAL,42,LNCS,,Kessel A.,article,SCOPKesselA.200443
2008,InProceedings,Verification of COMDES-II systems using UPPAAL with model transformation,7,Proceedings 14th IEEE International Conference on Embedded and Real Time Computing Systems and Applications Rtcsa 2008,10.1109/RTCSA.2008.32,Ke X.,article,SCOPKeX.2008198
2012,InProceedings,Timed-rebeca schedulability and deadlock-freedom analysis using floating-time transition system,12,Splash 2012 Agere 2012 Proceedings of the 2012 ACM Workshop on Programming Systems Languages and Applications Based on Actors Agents and Decentralized Control Abstractions,10.1145/2414639.2414645,Khamespanah E.,article,SCOPKhamespanahE.2012147
2018,Journal,Formal specification of memory coherence protocol,0,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2018.090881,Khan J.,article,SCOPKhanJ.2018527
2016,Journal,On the real time modeling of interlocking system of passenger lines of Rawalpindi Cantt train station,11,Complex Adaptive Systems Modeling,10.1186/s40294-016-0028-5,Khan U.,article,SCOPKhanU.2016154
2016,InProceedings,Real Time Modeling of Interlocking Control System of Rawalpindi Cantt Train Yard,4,Proceedings 2015 13th International Conference on Frontiers of Information Technology Fit 2015,10.1109/FIT.2015.28,Khan U.,article,SCOPKhanU.2016278
2001,InProceedings,Verification of plan models using UPPAAL,12,LNCS,10.1007/3-540-45484-5_9,Khatib L.,article,SCOPKhatibL.2001136
2013,InProceedings,Demo abstract: Platform dependent code generation of real-time embedded software,0,Proceedings of the ACM IEEE 4th International Conference on Cyber Physical Systems Iccps 2013,10.1145/2502524.2502565,Kim B.,article,SCOPKimB.2013498
2015,InProceedings,Resource-parameterized timing analysis of real-time systems,3,LNCS,10.1007/978-3-319-26287-1_12,Kim J.,article,SCOPKimJ.2015329
2015,InProceedings,Quantitative schedulability analysis of continuous probability tasks in a hierarchical context,8,Cbse 2015 Proceedings of the 18th International ACM SIGSOFT Symposium on Component Based Software Engineering Part of Comparch 2015,10.1145/2737166.2737170,Kim J.H.,article,SCOPKimJ.H.2015193
2015,InProceedings,Formal analysis and testing of real-time automotive systems using UPPAAL tools,37,LNCS,10.1007/978-3-319-19458-5_4,Kim J.H.,article,SCOPKimJ.H.201548
2016,InProceedings,A formal modeling and analysis framework for software product line of preemptive real-time systems,5,Proceedings of the ACM Symposium on Applied Computing,10.1145/2851613.2851977,Kim J.H.,article,SCOPKimJ.H.2016251
2007,InProceedings,Asynchronous event handling in the real-time specification for Java,9,Proceedings of the 5th International Workshop on Java Technologies for Real Time and Embedded Systems Jtres 2007,10.1145/1288940.1288942,Kim M.,article,SCOPKimM.2007175
2010,InProceedings,Efficient asynchronous event handling in the Real-Time Specification for Java,9,Transactions on Embedded Computing Systems,10.1145/1814539.1814544,Kim M.,article,SCOPKimM.2010176
2011,Journal,Multiprocessors and asynchronous event handling in the real-time specification for java,1,Computer Journal,10.1093/comjnl/bxr030,Kim M.,article,SCOPKimM.2011423
2014,Journal,Formal modeling and verification of motor drive software for networked motion control systems,2,Journal of Universal Computer Science,,Kim Y.,article,SCOPKimY.2014391
2002,InProceedings,Model checking timed UML state machines and collaborations,132,LNCS,10.1007/3-540-45739-9_23,Knapp A.,article,SCOPKnappA.20027
2013,InProceedings,From timed Reo networks to networks of timed automata,6,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2013.04.004,Kokash N.,article,SCOPKokashN.2013230
2014,Journal,How to make a simple tool for verification of real-time systems,0,Automatic Control and Computer Sciences,10.3103/S0146411614070232,Konnov I.,article,SCOPKonnovI.2014445
2008,InProceedings,Modeling real-time database concurrency control protocol two-phase-locking in uppaal,3,Proceedings of the International Multiconference on Computer Science and Information Technology Imcsit 2008,10.1109/IMCSIT.2008.4747315,Kot M.,article,SCOPKotM.2008306
2009,Journal,Modeling selected real-time database concurrency control protocols in Uppaal,6,Innovations in Systems and Software Engineering,10.1007/s11334-009-0086-3,Kot M.,article,SCOPKotM.2009213
2010,InProceedings,Modeling and verification of priority assignment in real-time databases using uppaal,1,Ceur Workshop Proceedings,,Kot M.,article,SCOPKotM.2010396
2011,InProceedings,Using Uppaal for verification of priority assignment in real-time databases,0,Communications in Computer and Information Science,10.1007/978-3-642-22410-2_34,Kot M.,article,SCOPKotM.2011443
2024,Journal,Timed Automata-Based Strategy for Controlling Drone Access to Critical Zones: A UPPAAL Modeling Approach,1,Electronics Switzerland,10.3390/electronics13132609,Krichen M.,article,SCOPKrichenM.2024404
2025,Book,Performance Analysis of Stochastic Digraph Real-Time Task Model,0,LNCS,10.1007/978-3-031-73751-0_9,Kristjansen M.,article,SCOPKristjansenM.2025453
2008,Journal,FPGA based tester tool for hybrid real-time systems,4,Microprocessors and Microsystems,10.1016/j.micpro.2008.07.003,Krákora J.,article,SCOPKrákoraJ.2008285
2009,InProceedings,Automation of real-time embedded system design,1,Wmsci 2009 the 13th World Multi Conference on Systemics Cybernetics and Informatics Jointly with the 15th International Conference on Information Systems Analysis and Synthesis Isas 2009 Proc,,Kucera P.,article,SCOPKuceraP.2009419
2020,InProceedings,Towards formally verified key management for industrial control systems,2,Proceedings 2020 IEEE ACM 8th International Conference on Formal Methods in Software Engineering Formalise 2020,10.1145/3372020.3391555,Kulik T.,article,SCOPKulikT.2020388
2019,InProceedings,Clock Bound Repair for Timed Systems,9,LNCS,10.1007/978-3-030-25540-4_5,Kölbl M.,article,SCOPKölblM.2019177
2021,Journal,Automated repair for timed systems,1,Formal Methods in System Design,10.1007/s10703-022-00397-5,Kölbl M.,article,SCOPKölblM.2021435
1995,InProceedings,Compositional and symbolic model-checking of real-time systems,108,Proceedings Real Time Systems Symposium,,Larsen K.,article,SCOPLarsenK.199511
1997,InProceedings,Efficient verification of real-time systems: compact data structure and state-space reduction,129,Proceedings Real Time Systems Symposium,,Larsen K.,article,SCOPLarsenK.19979
1995,InProceedings,Model-checking for real-time systems,151,LNCS,10.1007/3-540-60249-6_41,Larsen K.G.,article,SCOPLarsenK.G.19954
1996,InProceedings,Diagnostic model-checking for real-time systems,25,LNCS,10.1007/BFb0020977,Larsen K.G.,article,SCOPLarsenK.G.199670
1997,Journal,Uppaal in a nutshell,1676,International Journal on Software Tools for Technology Transfer,10.1007/s100090050010,Larsen K.G.,article,SCOPLarsenK.G.19970
2000,InProceedings,Verification of timed and hybrid systems,0,LNCS,10.1007/3-540-44988-4_4,Larsen K.G.,article,SCOPLarsenK.G.2000467
2003,Journal,Compact Data Structures and State-Space Reduction for Model-Checking Real-time Systems,24,Real Time Systems,10.1023/A:1025132427497,Larsen K.G.,article,SCOPLarsenK.G.200376
2005,InProceedings,Online testing of real-time systems using UPPAAL,85,Lecture Notes in Computer Science,10.1007/978-3-540-31848-4_6,Larsen K.G.,article,SCOPLarsenK.G.200515
2005,InProceedings,Online Testing of Real-time Systems Using UPPAAL: Status and Future Work,6,Dagstuhl Seminar Proceedings,,Larsen K.G.,article,SCOPLarsenK.G.2005214
2005,InProceedings,Testing real-time embedded software using UPPAAL-TRON: An industrial case study,130,Proceedings of the 5th ACM International Conference on Embedded Software Emsoft 2005,,Larsen K.G.,article,SCOPLarsenK.G.20058
2009,InProceedings,Verification and performance analysis for embedded systems,7,Proceedings 2009 3rd IEEE International Symposium on Theoretical Aspects of Software Engineering Tase 2009,10.1109/TASE.2009.66,Larsen K.G.,article,SCOPLarsenK.G.2009204
2009,InProceedings,Verifying real-time systems against scenario-based requirements,5,LNCS,10.1007/978-3-642-05089-3_43,Larsen K.G.,article,SCOPLarsenK.G.2009249
2010,InProceedings,Scenario-based analysis and synthesis of real-time systems using Uppaal,11,Proceedings Design Automation and Test in Europe Date,10.1109/date.2010.5457164,Larsen K.G.,article,SCOPLarsenK.G.2010150
2013,InProceedings,Priced timed automata and statistical model checking,10,LNCS,10.1007/978-3-642-38613-8_11,Larsen K.G.,article,SCOPLarsenK.G.2013168
2017,InProceedings,Compositional testing of real-time systems,3,LNCS,10.1007/978-3-319-68270-9_6,Larsen K.G.,article,SCOPLarsenK.G.2017307
2024,InProceedings,DTN-Core: Towards a Framework for Designing and Operating Digital Twin Networks,0,Proceedings of the 2024 20th International Conference on Network and Service Management AI Powered Network and Service Management for Tomorrow S Digital World Cnsm 2024,10.23919/CNSM62983.2024.10814269,Latah M.,article,SCOPLatahM.2024518
2012,Journal,Formal modeling and verification of operational flight program in a small-scale unmanned helicopter,3,Journal of Aerospace Engineering,10.1061/(ASCE)AS.1943-5525.0000165,Lee D.A.,article,SCOPLeeD.A.2012321
2006,InProceedings,Modeling and verification of a time-triggered networking protocol,21,Proceedings of the International Conference on Networking International Conference on Systems and International Conference on Mobile Communications and Learning Technologies Icn Icons Mcl 06,10.1109/ICNICONSMCL.2006.150,Leen G.,article,SCOPLeenG.200691
2019,InProceedings,A quantitative metric temporal logic for execution-time constrained verification,0,LNCS,10.1007/978-3-030-23703-5_9,Lehmann S.,article,SCOPLehmannS.2019521
2008,Journal,Modeling of a C3I system and its real time performance and verification based on timed automata network,0,Harbin Gongcheng Daxue Xuebao Journal of Harbin Engineering University,,Liang B.,article,SCOPLiangB.2008473
2016,InProceedings,Automatic Conversion and Verification System Based on AADL Scheduling Model,0,Proceedings 10th International Symposium on Theoretical Aspects of Software Engineering Tase 2016,10.1109/TASE.2016.20,Liang D.,article,SCOPLiangD.2016511
2013,InProceedings,Model-based generation of safety test-cases for Onboard systems,6,IEEE Icirt 2013 Proceedings IEEE International Conference on Intelligent Rail Transportation,10.1109/ICIRT.2013.6696292,Li C.,article,SCOPLiC.2013243
2015,Journal,Schedulability verification of embedded system AADL model based on timed automata,2,Dongnan Daxue Xuebao Ziran Kexue Ban Journal of Southeast University Natural Science Edition,10.3969/j.issn.1001-0505.2015.06.002,Li J.,article,SCOPLiJ.2015379
2005,InProceedings,Verification and validation of the real time system in the radar sensor,0,Iceis 2005 Proceedings of the 7th International Conference on Enterprise Information Systems,,Li N.,article,SCOPLiN.2005452
2001,Journal,Formal design and analysis of a gear controller,64,International Journal on Software Tools for Technology Transfer,10.1007/s100090100048,Lindahl M.,article,SCOPLindahlM.200127
2018,InProceedings,Identifying useful mutants to test time properties,3,Proceedings 2018 IEEE 11th International Conference on Software Testing Verification and Validation Workshops Icstw 2018,10.1109/ICSTW.2018.00030,Lindstrom B.,article,SCOPLindstromB.2018347
2022,InProceedings,Model-Based Safety Analysis of Movement Authority Scenario in TcCBTC system,0,Journal of Physics Conference Series,10.1088/1742-6596/2246/1/012077,Lin J.,article,SCOPLinJ.2022535
2020,Journal,Modelling and Verification of Real-Time Publish and Subscribe Protocol Using Uppaal and Simulink/Stateflow,13,Journal of Computer Science and Technology,10.1007/s11390-020-0537-8,Lin Q.Q.,article,SCOPLinQ.Q.2020125
2004,Journal,A formally verified application-level framework for real-time scheduling on POSIX real-time operating systems,54,IEEE Transactions on Software Engineering,10.1109/TSE.2004.45,Li P.,article,SCOPLiP.200432
2010,Journal,Scenario-based verification of real-time systems using UPPAAL,17,Formal Methods in System Design,10.1007/s10703-010-0103-z,Li S.,article,SCOPLiS.2010104
2010,InProceedings,Verification and controller synthesis for resource-constrained real-time systems: Case study of an autonomous truck,1,Proceedings of the 15th IEEE International Conference on Emerging Technologies and Factory Automation ETFA 2010,10.1109/ETFA.2010.5641354,Li S.,article,SCOPLiS.2010406
2018,Journal,Modeling and verification of cross-border temporary speed restriction for high speed railway train control system based on timed automata,0,International Journal of Electrical Engineering,10.6329/CIEE.201810_25(5).0001,Liu B.H.,article,SCOPLiuB.H.2018484
2012,InProceedings,Study and simulation of scheduling strategies on vehicle operating safety state monitoring system,0,Advances in Intelligent and Soft Computing,10.1007/978-3-642-28466-3_17,Liu G.,article,SCOPLiuG.2012481
2017,InProceedings,Modeling and verifying the communication and control of a fleet of collaborative autonomous underwater vehicles,1,Proceedings IECON 2017 43rd Annual Conference of the IEEE Industrial Electronics Society,10.1109/IECON.2017.8216540,Liu H.,article,SCOPLiuH.2017436
2022,InProceedings,Modeling and Verification of Intelligent Manufacturing Product Line System with Timed Automata,0,Proceedings 2022 International Conference on Intelligent Manufacturing Advanced Sensing and Big Data Imasbd 2022,10.1109/IMASBD57215.2022.00007,Liu S.,article,SCOPLiuS.2022530
2019,InProceedings,Modeling and Verification of Route Protection for Train-centric Train Control System,0,2019 IEEE Intelligent Transportation Systems Conference ITSC 2019,10.1109/ITSC.2019.8917478,Li X.,article,SCOPLiX.2019515
2018,InProceedings,Model-based mutation testing of real-time systems via model checking,10,Proceedings 2018 IEEE 11th International Conference on Software Testing Verification and Validation Workshops Icstw 2018,10.1109/ICSTW.2018.00029,Lorber F.,article,SCOPLorberF.2018163
2013,InProceedings,TetaSARTS: A tool for modular timing analysis of safety critical Java systems,6,ACM International Conference Proceeding Series,10.1145/2512989.2512992,Luckow K.,article,SCOPLuckowK.2013236
2015,Journal,Symbolic execution and timed automata model checking for timing analysis of Java real-time systems,13,Eurasip Journal on Embedded Systems,10.1186/s13639-015-0020-8,Luckow K.S.,article,SCOPLuckowK.S.2015126
1999,InProceedings,A formal model of the Ada Ravenscar tasking profile; Delay until,4,Proceedings of the 1999 Annual ACM Sigada International Conference on Ada Sigada 1999,10.1145/319294.319297,Lundqvist K.,article,SCOPLundqvistK.1999287
1999,InProceedings,A formal model of a run-Time kernel for Ravenscar,3,Proceedings 6th International Conference on Real Time Computing Systems and Applications Rtcsa 1999,10.1109/RTCSA.1999.811307,Lundqvist K.,article,SCOPLundqvistK.1999331
2024,InProceedings,Formal Modeling and Verification of Electric Vehicle Hill-Start Assist Control System,0,ACM International Conference Proceeding Series,10.1145/3690931.3690970,Luo H.,article,SCOPLuoH.2024500
2013,InProceedings,Model checking for spacewire link interface design using uppaal,2,Proceedings International Computer Software and Applications Conference,10.1109/COMPSACW.2013.56,Luo P.,article,SCOPLuoP.2013353
2010,InProceedings,Transform dual transition timed Petri Net into timed automaton for model checking with UPPAAL,0,2010 International Conference on Computational Intelligence and Software Engineering Cise 2010,10.1109/CISE.2010.5676750,Luo Y.,article,SCOPLuoY.2010461
2016,Journal,Online conformance testing of non-determinism time delay in high-speed train control system using UPPAAL-TRON,6,Tiedao Xuebao Journal of the China Railway Society,10.3969/j.issn.1001-8360.2016.01.009,Lv J.,article,SCOPLvJ.2016220
2021,Journal,Non-Deterministic Delay Behavior Testing of Chinese Train Control System Using UPPAAL-TRON,14,IEEE Intelligent Transportation Systems Magazine,10.1109/MITS.2019.2953536,Lv J.,article,SCOPLvJ.2021118
2021,Journal,Formal Analysis of TSN Scheduler for Real-Time Communications,21,IEEE Transactions on Reliability,10.1109/TR.2020.3026689,Lv J.,article,SCOPLvJ.202187
2010,InProceedings,Combining abstract interpretation with model checking for timing analysis of multicore software,84,Proceedings Real Time Systems Symposium,10.1109/RTSS.2010.30,Lv M.,article,SCOPLvM.201016
2009,Journal,UPPAAL-based simulation and verification of CBTC zone control subsystem in rail transportation,6,Tiedao Xuebao Journal of the China Railway Society,,Lü J.,article,SCOPLüJ.2009219
2010,Journal,Modeling and verification of radio block center of CTCS-3 train control system for dedicated passengers lines,5,Tiedao Xuebao Journal of the China Railway Society,10.3969/j.issn.1001-8360.2010.06.006,Lü J.D.,article,SCOPLüJ.D.2010259
2011,Journal,Modeling and verification of time constraints of operation scenarios of high-speed train control system,9,Tiedao Xuebao Journal of the China Railway Society,10.3969/j.issn.1001-8360.2011.06.010,Lü J.D.,article,SCOPLüJ.D.2011180
2007,InProceedings,A new plant modelling approach for formal verification purposes,1,IFAC Proceedings Volumes IFAC Papersonline,10.3182/20070723-3-pl-2917.00027,Machado J.,article,SCOPMachadoJ.2007428
2011,Journal,Safe controllers design for industrial automation systems,25,Computers and Industrial Engineering,10.1016/j.cie.2010.12.020,MacHado J.,article,SCOPMacHadoJ.201174
2017,Journal,Formal verification considering a systematic modeling approach for function blocks,3,Journal of the Brazilian Society of Mechanical Sciences and Engineering,10.1007/s40430-017-0893-7,Machado J.,article,SCOPMachadoJ.2017342
2008,InProceedings,System-level verification of multi-core embedded systems using timed-automata,4,IFAC Proceedings Volumes IFAC Papersonline,10.3182/20080706-5-KR-1001.3370,Madsen J.,article,SCOPMadsenJ.2008302
2011,InProceedings,Modeling and analysis of radiation therapy system with respiratory compensation using Uppaal,7,Proceedings 9th IEEE International Symposium on Parallel and Distributed Processing with Applications Workshops Ispaw 2011 Icase 2011 Sgh 2011 Gsdp 2011,10.1109/ISPAW.2011.19,Man K.L.,article,SCOPManK.L.2011199
2014,InProceedings,Evaluating on-line model checking in UPPAAL-SMC using a laser tracheotomy case study,5,Openaccess Series in Informatics,10.4230/OASIcs.MCPS.2014.100,Ma X.,article,SCOPMaX.2014247
2007,Journal,Extending a Component Specification Language with Time,0,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2006.02.031,Metzler B.,article,SCOPMetzlerB.2007532
2021,InProceedings,Task-level Redundancy vs Instruction-level Redundancy against Single Event Upsets in Real-time DAG scheduling,2,Proceedings 2021 IEEE 14th International Symposium on Embedded Multicore Many Core Systems on Chip Mcsoc 2021,10.1109/MCSoC51149.2021.00062,Miedema L.,article,SCOPMiedemaL.2021367
2022,InProceedings,Strategy Switching: Smart Fault-Tolerance for Weakly-Hard Resource-Constrained Real-Time Applications,4,LNCS,10.1007/978-3-031-17108-6_8,Miedema L.,article,SCOPMiedemaL.2022282
2004,InProceedings,T-UPPAAL: Online model-based testing of real-time systems,60,Proceedings 19th International Conference on Automated Software Engineering Ase 2004,10.1109/ASE.2004.1342774,Mikucionis M.,article,SCOPMikucionisM.200430
2010,InProceedings,Schedulability analysis using Uppaal: Herschel-Planck case study,38,LNCS,10.1007/978-3-642-16561-0_21,Mikučionis M.,article,SCOPMikučionisM.201046
2012,InProceedings,Modeling two way concurrent buffer system using timed automata in UPPAAL,0,Proceedings of the 2012 World Congress on Information and Communication Technologies Wict 2012,10.1109/WICT.2012.6409193,Mishra R.,article,SCOPMishraR.2012465
2011,InProceedings,Fully symbolic model checking for timed automata,21,LNCS,10.1007/978-3-642-22110-1_50,Morbé G.,article,SCOPMorbéG.201190
2015,InProceedings,Fully symbolic TCTL model checking for complete and incomplete real-time systems,2,Science of Computer Programming,10.1016/j.scico.2015.08.002,Morbé G.,article,SCOPMorbéG.2015375
2013,InProceedings,Formal verification of real-time wireless sensor networks protocols with realistic radio links,5,ACM International Conference Proceeding Series,10.1145/2516821.2516833,Mouradian A.,article,SCOPMouradianA.2013258
2014,InProceedings,Formal verification of Real-Time wireless sensor networks Protocols: Scaling Up,7,Proceedings Euromicro Conference on Real Time Systems,10.1109/ECRTS.2014.12,Mouradian A.,article,SCOPMouradianA.2014206
2000,InProceedings,Model checking for timed logic processes,5,Lecture Notes in Artificial Intelligence Subseries of Lecture Notes in Computer Science,10.1007/3-540-44957-4_40,Mukhopadhyay S.,article,SCOPMukhopadhyayS.2000254
2010,Journal,"Integrating UML and UPPAAL for designing, specifying and verifying component-based real-time systems",8,Innovations in Systems and Software Engineering,10.1007/s11334-009-0103-6,Muniz A.,article,SCOPMunizA.2010185
2002,InProceedings,Parking can get you there faster: Model augmentation to speed up real-time model checking,9,Electronic Notes in Theoretical Computer Science,10.1016/S1571-0661(04)80477-8,Möller M.O.,article,SCOPMöllerM.O.2002178
2001,InProceedings,Fully symbolic model checking of timed systems using difference decision diagrams,14,Electronic Notes in Theoretical Computer Science,10.1016/S1571-0661(04)80671-6,Møeller J.,article,SCOPMøellerJ.2001124
2004,Journal,Generation of optimized testsuites for UML statecharts with time,11,LNCS,10.1007/978-3-540-24704-3_9,Mücke T.,article,SCOPMückeT.2004156
2018,InProceedings,Comparison of Model Checking Tools Using Timed Automata - PRISM and UPPAAL,10,2018 IEEE International Conference on Computer and Communication Engineering Technology Ccet 2018,10.1109/CCET.2018.8542231,Naeem A.,article,SCOPNaeemA.2018160
2024,InProceedings,"Comparative Analysis of Uppaal SMC, ns-3 and MATLAB/Simulink",2,LNCS,10.1007/978-3-031-49252-5_12,Naeem M.,article,SCOPNaeemM.2024354
